AdjustedTime,DeviceTimeStamp,SystemTimeStamp,Pose_Position,Pose_Rotation,Pose_Valid,LeftGazeDirection,LeftGazeDirectionValid,LeftGazeOrigin,LeftGazeOriginValid,LeftPupilDiameter,LeftPupilDiameterValid,LeftGazeRayWorldOrigin,LeftGazeRayWorldDirection,LeftGazeRayWorldValid,RightGazeDirection,RightGazeDirectionValid,RightGazeOrigin,RightGazeOriginValid,RightPupilDiameter,RightPupilDiameterValid,RightGazeRayWorldOrigin,RightGazeRayWorldDirection,RightGazeRayWorldValid,CombinedGazeRayWorldOrigin,CombinedGazeRayWorldDirection,CombinedGazeRayWorldValid,OriginalLeftGazeDirection,OriginalLeftGazeDirectionValid,OriginalLeftGazeOriginPositionInHMD,OriginalLeftGazeOriginPositionInHMDValid,OriginalLeftPupilDiameter,OriginalLeftPupilDiameterValid,OriginalLeftPupilPositionInTrackingArea,OriginalLeftPupilPositionInTrackingAreaValid,OriginalRightGazeDirection,OriginalRightGazeDirectionValid,OriginalRightGazeOriginPositionInHMD,OriginalRightGazeOriginPositionInHMDValid,OriginalRightPupilDiameter,OriginalRightPupilDiameterValid,OriginalRightPupilPositionInTrackingArea,OriginalRightPupilPositionInTrackingAreaValid
0.216619,312359641,1057521385383,"(-0.45319530, 3.10292000, -11.83050000)","(0.02708196, 0.16203750, -0.00974645, -0.98636480)",True,"(-0.07441711, 0.09197998, 0.99296570)",True,"(-0.03019482, 0.00165744, -0.03213299)",True,"0,00313254",True,"(-0.47152770, 3.10211300, -11.87063000)","(-0.38939230, 0.13965830, 0.91042250)",True,"(-0.07366943, 0.10087590, 0.99215700)",True,"(0.02833440, 0.00055647, -0.03093779)",True,"0,00326457",True,"(-0.41645430, 3.10271300, -11.85076000)","(-0.38851810, 0.14851980, 0.90939300)",True,"(-0.44399090, 3.10241300, -11.86070000)","(-0.38895910, 0.14409050, 0.90991690)",True,"(0,07441711, 0,09197998, 0,99296570)",Valid,"(30,19482000, 1,65744000, -32,13300000)",Valid,"3,13253800",Valid,"(0,55801150, 0,50341820)",Valid,"(0,07366943, 0,10087590, 0,99215700)",Valid,"(-28,33440000, 0,55647280, -30,93779000)",Valid,"3,26457200",Valid,"(0,39281970, 0,53552960)",Valid
0.224951,312367973,1057521393715,"(-0.45274250, 3.10291000, -11.83048000)","(0.02724012, 0.16160180, -0.00975078, -0.98643180)",True,"(-0.07286072, 0.08941650, 0.99331670)",True,"(-0.03019594, 0.00165491, -0.03212947)",True,"0,00310027",True,"(-0.47111230, 3.10209000, -11.87059000)","(-0.38719290, 0.13747640, 0.91169180)",True,"(-0.09393311, 0.21725460, 0.97157290)",True,"(0.02843848, 0.00001741, -0.03110948)",True,"0,00329836",True,"(-0.41586020, 3.10215100, -11.85087000)","(-0.40155170, 0.26341140, 0.87713780)",True,"(-0.44348630, 3.10212000, -11.86073000)","(-0.39522590, 0.20087770, 0.89635070)",True,"(0,07286072, 0,08941650, 0,99331670)",Valid,"(30,19594000, 1,65490700, -32,12947000)",Valid,"3,10026600",Valid,"(0,55826530, 0,50386930)",Valid,"(0,09393311, 0,21725460, 0,97157290)",Valid,"(-28,43848000, 0,01741028, -31,10948000)",Valid,"3,29835500",Valid,"(0,39267500, 0,53551180)",Valid
0.233282,312376304,1057521402046,"(-0.45222360, 3.10286300, -11.83047000)","(0.02734928, 0.16129120, -0.00977629, -0.98647950)",True,"(-0.07466125, 0.08752441, 0.99334720)",True,"(-0.03021588, 0.00166188, -0.03210019)",True,"0,00307335",True,"(-0.47064690, 3.10204200, -11.87054000)","(-0.38831850, 0.13574710, 0.91147210)",True,"(-0.11596680, 0.33657840, 0.93447880)",True,"(0.02854408, -0.00050305, -0.03128363)",True,"0,00338716",True,"(-0.41519310, 3.10157400, -11.85098000)","(-0.41130710, 0.38023020, 0.82840290)",True,"(-0.44292000, 3.10180800, -11.86076000)","(-0.40321430, 0.26018380, 0.87733840)",True,"(0,07466125, 0,08752441, 0,99334720)",Valid,"(30,21588000, 1,66188000, -32,10019000)",Valid,"3,07334900",Valid,"(0,55725280, 0,50364800)",Valid,"(0,11596680, 0,33657840, 0,93447880)",Valid,"(-28,54408000, -0,50305180, -31,28363000)",Valid,"3,38716100",Valid,"(0,39228930, 0,53482840)",Valid
0.241614,312384636,1057521410378,"(-0.45170470, 3.10281700, -11.83045000)","(0.02745845, 0.16098050, -0.00980180, -0.98652690)",True,"(-0.07383728, 0.08988953, 0.99319460)",True,"(-0.03023709, 0.00167688, -0.03209865)",True,"0,00309779",True,"(-0.47017380, 3.10200100, -11.87052000)","(-0.38694240, 0.13833220, 0.91166870)",True,"(-0.08192444, 0.09866333, 0.99172970)",True,"(0.02832289, 0.00058339, -0.03092409)",True,"0,00327792",True,"(-0.41502240, 3.10262000, -11.85078000)","(-0.39423370, 0.14678810, 0.90721170)",True,"(-0.44259810, 3.10231000, -11.86065000)","(-0.39059510, 0.14256270, 0.90945670)",True,"(0,07383728, 0,08988953, 0,99319460)",Valid,"(30,23709000, 1,67688000, -32,09865000)",Valid,"3,09779400",Valid,"(0,55665120, 0,50273930)",Valid,"(0,08192444, 0,09866333, 0,99172970)",Valid,"(-28,32289000, 0,58338930, -30,92409000)",Valid,"3,27792400",Valid,"(0,39096630, 0,53486010)",Valid
0.249945,312392967,1057521418709,"(-0.45118570, 3.10277000, -11.83044000)","(0.02756761, 0.16066980, -0.00982731, -0.98657420)",True,"(-0.07240295, 0.09014893, 0.99328610)",True,"(-0.03025609, 0.00168018, -0.03209067)",True,"0,00312718",True,"(-0.46970060, 3.10194900, -11.87050000)","(-0.38503800, 0.13884320, 0.91239700)",True,"(-0.08030701, 0.10108950, 0.99162290)",True,"(0.02830861, 0.00058374, -0.03092013)",True,"0,00318764",True,"(-0.41453110, 3.10256900, -11.85079000)","(-0.39211990, 0.14945670, 0.90769200)",True,"(-0.44211580, 3.10225900, -11.86064000)","(-0.38858790, 0.14415330, 0.91006550)",True,"(0,07240295, 0,09014893, 0,99328610)",Valid,"(30,25609000, 1,68017600, -32,09067000)",Valid,"3,12718200",Valid,"(0,55622050, 0,50255070)",Valid,"(0,08030701, 0,10108950, 0,99162290)",Valid,"(-28,30861000, 0,58374020, -30,92014000)",Valid,"3,18763700",Valid,"(0,39066730, 0,53429590)",Valid
0.258277,312401299,1057521427041,"(-0.45066680, 3.10272400, -11.83042000)","(0.02767678, 0.16035900, -0.00985283, -0.98662150)",True,"(-0.03929138, 0.33897400, 0.93997190)",True,"(-0.03046825, 0.00054968, -0.03245335)",True,"0,00328954",True,"(-0.46928110, 3.10074000, -11.87082000)","(-0.33879090, 0.38564170, 0.85819650)",True,"(-0.08117676, 0.09626770, 0.99203490)",True,"(0.02830263, 0.00057628, -0.03089876)",True,"0,00328310",True,"(-0.41403730, 3.10251100, -11.85078000)","(-0.39245310, 0.14484660, 0.90829520)",True,"(-0.44165920, 3.10162500, -11.86080000)","(-0.36855310, 0.26737070, 0.89032660)",True,"(0,03929138, 0,33897400, 0,93997190)",Valid,"(30,46825000, 0,54968260, -32,45335000)",Valid,"3,28953600",Valid,"(0,55511940, 0,50298100)",Valid,"(0,08117676, 0,09626770, 0,99203490)",Valid,"(-28,30263000, 0,57627870, -30,89876000)",Valid,"3,28309600",Valid,"(0,39041500, 0,53528810)",Valid
0.266608,312409630,1057521435372,"(-0.45014790, 3.10267700, -11.83041000)","(0.02778593, 0.16004830, -0.00987833, -0.98666860)",True,"(-0.04728699, 0.34022520, 0.93914790)",True,"(-0.03049078, 0.00056464, -0.03245866)",True,"0,00332436",True,"(-0.46880740, 3.10069800, -11.87080000)","(-0.34558930, 0.38681820, 0.85495010)",True,"(-0.08552551, 0.10787960, 0.99046330)",True,"(0.02829420, 0.00058627, -0.03091292)",True,"0,00332230",True,"(-0.41353480, 3.10246800, -11.85081000)","(-0.39563760, 0.15644270, 0.90498420)",True,"(-0.44117110, 3.10158300, -11.86080000)","(-0.37333380, 0.27362480, 0.88642620)",True,"(0,04728699, 0,34022520, 0,93914790)",Valid,"(30,49078000, 0,56463620, -32,45866000)",Valid,"3,32435600",Valid,"(0,55290340, 0,50238890)",Valid,"(0,08552551, 0,10787960, 0,99046330)",Valid,"(-28,29420000, 0,58627320, -30,91292000)",Valid,"3,32229600",Valid,"(0,38939800, 0,53307830)",Valid
0.27494,312417962,1057521443704,"(-0.44962890, 3.10263100, -11.83040000)","(0.02789509, 0.15973760, -0.00990384, -0.98671560)",True,"(-0.04298401, 0.34457400, 0.93775940)",True,"(-0.03051161, 0.00058269, -0.03246686)",True,"0,00332349",True,"(-0.46833110, 3.10066000, -11.87079000)","(-0.34057970, 0.39140820, 0.85487140)",True,"(-0.08650208, 0.10250850, 0.99095150)",True,"(0.02828552, 0.00058533, -0.03089522)",True,"0,00323816",True,"(-0.41304240, 3.10241700, -11.85080000)","(-0.39609180, 0.15128480, 0.90566240)",True,"(-0.44068680, 3.10153800, -11.86080000)","(-0.37128620, 0.27351990, 0.88731810)",True,"(0,04298401, 0,34457400, 0,93775940)",Valid,"(30,51161000, 0,58268740, -32,46686000)",Valid,"3,32348600",Valid,"(0,55295430, 0,50111210)",Valid,"(0,08650208, 0,10250850, 0,99095150)",Valid,"(-28,28552000, 0,58532710, -30,89522000)",Valid,"3,23815900",Valid,"(0,38882910, 0,53380090)",Valid
0.283272,312426294,1057521452036,"(-0.44910990, 3.10258400, -11.83038000)","(0.02800425, 0.15942680, -0.00992935, -0.98676250)",True,"(-0.04611206, 0.34284970, 0.93824770)",True,"(-0.03052931, 0.00059462, -0.03246724)",True,"0,00325974",True,"(-0.46785430, 3.10061600, -11.87077000)","(-0.34314440, 0.38981640, 0.85457300)",True,"(-0.08387756, 0.10876460, 0.99050900)",True,"(0.02827318, 0.00059238, -0.03089903)",True,"0,00325623",True,"(-0.41254680, 3.10237200, -11.85082000)","(-0.39296000, 0.15778870, 0.90591680)",True,"(-0.44020060, 3.10149400, -11.86080000)","(-0.37079480, 0.27584310, 0.88680430)",True,"(0,04611206, 0,34284970, 0,93824770)",Valid,"(30,52931000, 0,59461980, -32,46724000)",Valid,"3,25973500",Valid,"(0,55184290, 0,50087370)",Valid,"(0,08387756, 0,10876460, 0,99050900)",Valid,"(-28,27318000, 0,59237670, -30,89903000)",Valid,"3,25622600",Valid,"(0,38890760, 0,53251580)",Valid
0.291603,312434625,1057521460367,"(-0.44859100, 3.10253800, -11.83037000)","(0.02811339, 0.15911600, -0.00995486, -0.98680940)",True,"(-0.04577637, 0.34603880, 0.93708800)",True,"(-0.03054730, 0.00060651, -0.03247286)",True,"0,00336186",True,"(-0.46737620, 3.10057100, -11.87076000)","(-0.34195920, 0.39314560, 0.85352240)",True,"(-0.09338379, 0.10464480, 0.99011230)",True,"(0.02826112, 0.00058719, -0.03088519)",True,"0,00328708",True,"(-0.41205650, 3.10231600, -11.85082000)","(-0.40124120, 0.15358880, 0.90300390)",True,"(-0.43971640, 3.10144400, -11.86079000)","(-0.37457840, 0.27555730, 0.88530180)",True,"(0,04577637, 0,34603880, 0,93708800)",Valid,"(30,54730000, 0,60650630, -32,47285000)",Valid,"3,36186200",Valid,"(0,55120200, 0,50017150)",Valid,"(0,09338379, 0,10464480, 0,99011230)",Valid,"(-28,26112000, 0,58718870, -30,88519000)",Valid,"3,28707900",Valid,"(0,38681510, 0,53329250)",Valid
0.299935,312442957,1057521468699,"(-0.44807200, 3.10249100, -11.83036000)","(0.02822254, 0.15880520, -0.00998037, -0.98685600)",True,"(-0.04350281, 0.34402470, 0.93794250)",True,"(-0.03056407, 0.00060851, -0.03246880)",True,"0,00340785",True,"(-0.46689980, 3.10051700, -11.87073000)","(-0.33950910, 0.39143800, 0.85528350)",True,"(-0.09133911, 0.10665890, 0.99008180)",True,"(0.02824689, 0.00058080, -0.03088235)",True,"0,00329294",True,"(-0.41156470, 3.10225800, -11.85083000)","(-0.39874740, 0.15586360, 0.90371850)",True,"(-0.43923230, 3.10138800, -11.86078000)","(-0.37199200, 0.27577390, 0.88632430)",True,"(0,04350281, 0,34402470, 0,93794250)",Valid,"(30,56407000, 0,60850520, -32,46880000)",Valid,"3,40785200",Valid,"(0,55097220, 0,50047690)",Valid,"(0,09133911, 0,10665890, 0,99008180)",Valid,"(-28,24689000, 0,58079530, -30,88235000)",Valid,"3,29293800",Valid,"(0,38669940, 0,53314320)",Valid
0.308266,312451288,1057521477030,"(-0.44755310, 3.10244500, -11.83034000)","(0.02833168, 0.15849440, -0.01000587, -0.98690270)",True,"(-0.08862305, 0.09371948, 0.99163820)",True,"(-0.03038734, 0.00175165, -0.03211430)",True,"0,00315143",True,"(-0.46636180, 3.10162600, -11.87038000)","(-0.39594870, 0.14331360, 0.90702030)",True,"(-0.09086609, 0.10803220, 0.98997500)",True,"(0.02823816, 0.00057664, -0.03088083)",True,"0,00330063",True,"(-0.41106740, 3.10220300, -11.85084000)","(-0.39771260, 0.15744890, 0.90389960)",True,"(-0.43871460, 3.10191500, -11.86061000)","(-0.39684120, 0.15038530, 0.90548400)",True,"(0,08862305, 0,09371948, 0,99163820)",Valid,"(30,38734000, 1,75164800, -32,11430000)",Valid,"3,15142800",Valid,"(0,54885070, 0,49976590)",Valid,"(0,09086609, 0,10803220, 0,98997500)",Valid,"(-28,23816000, 0,57664490, -30,88083000)",Valid,"3,30062900",Valid,"(0,38649470, 0,53303770)",Valid
0.316598,312459620,1057521485362,"(-0.44703420, 3.10239800, -11.83033000)","(0.02844082, 0.15818350, -0.01003137, -0.98694910)",True,"(-0.06930542, 0.22001650, 0.97302250)",True,"(-0.03049390, 0.00118037, -0.03229526)",True,"0,00322450",True,"(-0.46590640, 3.10098800, -11.87053000)","(-0.37257310, 0.26915940, 0.88811170)",True,"(-0.09037781, 0.10818480, 0.99000550)",True,"(0.02822945, 0.00057249, -0.03087930)",True,"0,00330747",True,"(-0.41057000, 3.10214700, -11.85085000)","(-0.39669120, 0.15782290, 0.90428310)",True,"(-0.43823820, 3.10156800, -11.86069000)","(-0.38527030, 0.21384540, 0.89768420)",True,"(0,06930542, 0,22001650, 0,97302250)",Valid,"(30,49390000, 1,18037400, -32,29526000)",Valid,"3,22450300",Valid,"(0,54876120, 0,49963080)",Valid,"(0,09037781, 0,10818480, 0,99000550)",Valid,"(-28,22945000, 0,57249450, -30,87930000)",Valid,"3,30746500",Valid,"(0,38629000, 0,53314320)",Valid
0.324929,312467951,1057521493693,"(-0.44675830, 3.10242600, -11.83033000)","(0.02849777, 0.15759560, -0.01005728, -0.98704130)",True,"(-0.04998779, 0.34779360, 0.93623350)",True,"(-0.03060045, 0.00061026, -0.03247502)",True,"0,00330411",True,"(-0.46571740, 3.10042900, -11.87068000)","(-0.34308220, 0.39542020, 0.85201970)",True,"(-0.09085083, 0.10859680, 0.98991390)",True,"(0.02822199, 0.00056792, -0.03087811)",True,"0,00332095",True,"(-0.41032600, 3.10216800, -11.85090000)","(-0.39604120, 0.15833200, 0.90447900)",True,"(-0.43802170, 3.10129800, -11.86079000)","(-0.37244840, 0.27903940, 0.88510970)",True,"(0,04998779, 0,34779360, 0,93623350)",Valid,"(30,60045000, 0,61026000, -32,47502000)",Valid,"3,30410800",Valid,"(0,54867170, 0,49966170)",Valid,"(0,09085083, 0,10859680, 0,98991390)",Valid,"(-28,22198000, 0,56791690, -30,87811000)",Valid,"3,32095300",Valid,"(0,38596260, 0,53322330)",Valid
0.333261,312476283,1057521502025,"(-0.44651780, 3.10246400, -11.83034000)","(0.02854712, 0.15696710, -0.01008326, -0.98713970)",True,"(-0.04580688, 0.34863280, 0.93612670)",True,"(-0.03062509, 0.00061592, -0.03247669)",True,"0,00337094",True,"(-0.46555120, 3.10046700, -11.87067000)","(-0.33800200, 0.39647280, 0.85355960)",True,"(-0.09132385, 0.10997010, 0.98971560)",True,"(0.02821452, 0.00056334, -0.03087694)",True,"0,00333452",True,"(-0.41011910, 3.10219900, -11.85095000)","(-0.39529420, 0.15978190, 0.90455080)",True,"(-0.43783510, 3.10133300, -11.86081000)","(-0.36951860, 0.28030500, 0.88593750)",True,"(0,04580688, 0,34863280, 0,93612670)",Valid,"(30,62509000, 0,61592100, -32,47668000)",Valid,"3,37094100",Valid,"(0,54849740, 0,49945780)",Valid,"(0,09132385, 0,10997010, 0,98971560)",Valid,"(-28,21452000, 0,56333920, -30,87694000)",Valid,"3,33451800",Valid,"(0,38563510, 0,53314320)",Valid
0.341592,312484614,1057521510356,"(-0.44627740, 3.10250300, -11.83034000)","(0.02859645, 0.15633870, -0.01010922, -0.98723770)",True,"(-0.04872131, 0.34375000, 0.93778990)",True,"(-0.03063602, 0.00061789, -0.03247142)",True,"0,00333453",True,"(-0.46537410, 3.10050300, -11.87065000)","(-0.34014520, 0.39169790, 0.85491170)",True,"(-0.09138489, 0.11013790, 0.98970030)",True,"(0.02820709, 0.00055981, -0.03087506)",True,"0,00334024",True,"(-0.40991250, 3.10223100, -11.85100000)","(-0.39419470, 0.16004810, 0.90498350)",True,"(-0.43764330, 3.10136700, -11.86082000)","(-0.36991240, 0.27793350, 0.88652000)",True,"(0,04872131, 0,34375000, 0,93778990)",Valid,"(30,63602000, 0,61788940, -32,47142000)",Valid,"3,33453400",Valid,"(0,54762260, 0,50008470)",Valid,"(0,09138489, 0,11013790, 0,98970030)",Valid,"(-28,20709000, 0,55981450, -30,87506000)",Valid,"3,34024000",Valid,"(0,38537290, 0,53322330)",Valid
0.349924,312492946,1057521518688,"(-0.44603680, 3.10254100, -11.83035000)","(0.02864578, 0.15571020, -0.01013518, -0.98733540)",True,"(-0.05395508, 0.34701540, 0.93629460)",True,"(-0.03064639, 0.00062711, -0.03247975)",True,"0,00339389",True,"(-0.46519220, 3.10054600, -11.87064000)","(-0.34361280, 0.39482490, 0.85208190)",True,"(-0.09140015, 0.11112980, 0.98957820)",True,"(0.02819966, 0.00055629, -0.03087319)",True,"0,00333536",True,"(-0.40970590, 3.10226300, -11.85105000)","(-0.39303460, 0.16113550, 0.90529510)",True,"(-0.43744900, 3.10140500, -11.86085000)","(-0.37111210, 0.28008490, 0.88534070)",True,"(0,05395508, 0,34701540, 0,93629460)",Valid,"(30,64639000, 0,62710570, -32,47975000)",Valid,"3,39389000",Valid,"(0,54630770, 0,49941860)",Valid,"(0,09140015, 0,11112980, 0,98957820)",Valid,"(-28,19966000, 0,55628970, -30,87318000)",Valid,"3,33535800",Valid,"(0,38511060, 0,53314320)",Valid
0.358255,312501277,1057521527019,"(-0.44579640, 3.10258000, -11.83035000)","(0.02869509, 0.15508160, -0.01016114, -0.98743250)",True,"(-0.05305481, 0.34710690, 0.93630980)",True,"(-0.03065077, 0.00063039, -0.03247966)",True,"0,00337529",True,"(-0.46500720, 3.10058300, -11.87062000)","(-0.34167750, 0.39504070, 0.85275980)",True,"(-0.09077454, 0.11178590, 0.98956300)",True,"(0.02819276, 0.00055373, -0.03087245)",True,"0,00334123",True,"(-0.40949860, 3.10229700, -11.85110000)","(-0.39128920, 0.16191030, 0.90591260)",True,"(-0.43725290, 3.10144000, -11.86086000)","(-0.36924630, 0.28057500, 0.88596550)",True,"(0,05305481, 0,34710690, 0,93630980)",Valid,"(30,65077000, 0,63038640, -32,47966000)",Valid,"3,37529000",Valid,"(0,54632940, 0,49925300)",Valid,"(0,09077454, 0,11178590, 0,98956300)",Valid,"(-28,19276000, 0,55372620, -30,87245000)",Valid,"3,34123200",Valid,"(0,38499310, 0,53312130)",Valid
0.366587,312509609,1057521535351,"(-0.44555590, 3.10261800, -11.83036000)","(0.02874438, 0.15445290, -0.01018709, -0.98752940)",True,"(-0.05223083, 0.34756470, 0.93618770)",True,"(-0.03065514, 0.00063368, -0.03247957)",True,"0,00339406",True,"(-0.46482220, 3.10062000, -11.87061000)","(-0.33977450, 0.39561120, 0.85325550)",True,"(-0.08929443, 0.11854550, 0.98892210)",True,"(0.02814497, 0.00055948, -0.03087219)",True,"0,00338097",True,"(-0.40933010, 3.10233700, -11.85117000)","(-0.38860270, 0.16876700, 0.90581760)",True,"(-0.43707620, 3.10147800, -11.86089000)","(-0.36679330, 0.28420680, 0.88582690)",True,"(0,05223083, 0,34756470, 0,93618770)",Valid,"(30,65514000, 0,63368230, -32,47957000)",Valid,"3,39405800",Valid,"(0,54630770, 0,49908730)",Valid,"(0,08929443, 0,11854550, 0,98892210)",Valid,"(-28,14497000, 0,55947880, -30,87219000)",Valid,"3,38096600",Valid,"(0,38366710, 0,53177170)",Valid
0.374918,312517940,1057521543682,"(-0.44531550, 3.10265600, -11.83036000)","(0.02879367, 0.15382420, -0.01021304, -0.98762580)",True,"(-0.05763245, 0.34379580, 0.93725590)",True,"(-0.03067697, 0.00065620, -0.03247981)",True,"0,00340700",True,"(-0.46465390, 3.10067600, -11.87059000)","(-0.34411750, 0.39184890, 0.85325120)",True,"(-0.09173584, 0.11259460, 0.98939510)",True,"(0.02813823, 0.00056190, -0.03086000)",True,"0,00338185",True,"(-0.40912630, 3.10237600, -11.85121000)","(-0.38985150, 0.16288440, 0.90635780)",True,"(-0.43689010, 3.10152600, -11.86090000)","(-0.36964350, 0.27937530, 0.88617900)",True,"(0,05763245, 0,34379580, 0,93725590)",Valid,"(30,67697000, 0,65620420, -32,47981000)",Valid,"3,40699800",Valid,"(0,54458710, 0,49897390)",Valid,"(0,09173584, 0,11259460, 0,98939510)",Valid,"(-28,13823000, 0,56190490, -30,86000000)",Valid,"3,38185100",Valid,"(0,38299370, 0,53260080)",Valid
0.38325,312526272,1057521552014,"(-0.44507490, 3.10269500, -11.83037000)","(0.02884295, 0.15319540, -0.01023899, -0.98772180)",True,"(-0.05621338, 0.34533690, 0.93678280)",True,"(-0.03068756, 0.00066805, -0.03248506)",True,"0,00334804",True,"(-0.46447320, 3.10072100, -11.87058000)","(-0.34155060, 0.39349700, 0.85352400)",True,"(-0.09460449, 0.11579900, 0.98875430)",True,"(0.02813429, 0.00057249, -0.03086139)",True,"0,00342880",True,"(-0.40891580, 3.10242200, -11.85127000)","(-0.39127370, 0.16606790, 0.90516640)",True,"(-0.43669450, 3.10157200, -11.86092000)","(-0.36904480, 0.28179220, 0.88566320)",True,"(0,05621338, 0,34533690, 0,93678280)",Valid,"(30,68756000, 0,66804500, -32,48506000)",Valid,"3,34803800",Valid,"(0,54452500, 0,49824590)",Valid,"(0,09460449, 0,11579900, 0,98875430)",Valid,"(-28,13429000, 0,57249450, -30,86139000)",Valid,"3,42880200",Valid,"(0,38240240, 0,53173640)",Valid
0.391581,312534603,1057521560345,"(-0.44483450, 3.10273300, -11.83037000)","(0.02889221, 0.15256660, -0.01026492, -0.98781750)",True,"(-0.06260681, 0.34617610, 0.93606570)",True,"(-0.03069716, 0.00068175, -0.03248959)",True,"0,00344348",True,"(-0.46429180, 3.10076800, -11.87057000)","(-0.34635190, 0.39420740, 0.85125840)",True,"(-0.09140015, 0.11758420, 0.98883060)",True,"(0.02813284, 0.00058168, -0.03086243)",True,"0,00342223",True,"(-0.40870320, 3.10246700, -11.85132000)","(-0.38711620, 0.16805240, 0.90658660)",True,"(-0.43649750, 3.10161800, -11.86095000)","(-0.36932230, 0.28311430, 0.88512560)",True,"(0,06260681, 0,34617610, 0,93606570)",Valid,"(30,69716000, 0,68174740, -32,48959000)",Valid,"3,44348100",Valid,"(0,54299490, 0,49785010)",Valid,"(0,09140015, 0,11758420, 0,98883060)",Valid,"(-28,13284000, 0,58168030, -30,86243000)",Valid,"3,42222600",Valid,"(0,38292690, 0,53111570)",Valid
0.399913,312542935,1057521568677,"(-0.44459400, 3.10277200, -11.83038000)","(0.02894146, 0.15193760, -0.01029086, -0.98791270)",True,"(-0.05883789, 0.34362790, 0.93725590)",True,"(-0.03069899, 0.00068198, -0.03248682)",True,"0,00342494",True,"(-0.46410500, 3.10080200, -11.87055000)","(-0.34200000, 0.39193200, 0.85406400)",True,"(-0.09312439, 0.11703490, 0.98873900)",True,"(0.02813197, 0.00058344, -0.03086046)",True,"0,00345004",True,"(-0.40849080, 3.10250500, -11.85137000)","(-0.38757110, 0.16755120, 0.90648510)",True,"(-0.43629790, 3.10165400, -11.86096000)","(-0.36732750, 0.28169140, 0.88640870)",True,"(0,05883789, 0,34362790, 0,93725590)",Valid,"(30,69899000, 0,68197630, -32,48682000)",Valid,"3,42494200",Valid,"(0,54360380, 0,49820550)",Valid,"(0,09312439, 0,11703490, 0,98873900)",Valid,"(-28,13197000, 0,58343510, -30,86046000)",Valid,"3,45004300",Valid,"(0,38261810, 0,53115170)",Valid
