AdjustedTime,DeviceTimeStamp,SystemTimeStamp,Pose_Position,Pose_Rotation,Pose_Valid,LeftGazeDirection,LeftGazeDirectionValid,LeftGazeOrigin,LeftGazeOriginValid,LeftPupilDiameter,LeftPupilDiameterValid,LeftGazeRayWorldOrigin,LeftGazeRayWorldDirection,LeftGazeRayWorldValid,RightGazeDirection,RightGazeDirectionValid,RightGazeOrigin,RightGazeOriginValid,RightPupilDiameter,RightPupilDiameterValid,RightGazeRayWorldOrigin,RightGazeRayWorldDirection,RightGazeRayWorldValid,CombinedGazeRayWorldOrigin,CombinedGazeRayWorldDirection,CombinedGazeRayWorldValid,OriginalLeftGazeDirection,OriginalLeftGazeDirectionValid,OriginalLeftGazeOriginPositionInHMD,OriginalLeftGazeOriginPositionInHMDValid,OriginalLeftPupilDiameter,OriginalLeftPupilDiameterValid,OriginalLeftPupilPositionInTrackingArea,OriginalLeftPupilPositionInTrackingAreaValid,OriginalRightGazeDirection,OriginalRightGazeDirectionValid,OriginalRightGazeOriginPositionInHMD,OriginalRightGazeOriginPositionInHMDValid,OriginalRightPupilDiameter,OriginalRightPupilDiameterValid,OriginalRightPupilPositionInTrackingArea,OriginalRightPupilPositionInTrackingAreaValid
4.749119,316892141,1057525917883,"(-0.42774370, 3.09801500, -11.82290000)","(0.02677363, 0.09208396, -0.00853836, -0.99535470)",True,"(0.00965881, -0.09681702, 0.99523930)",True,"(-0.03012817, -0.00040242, -0.03241460)",True,"0,00315558",True,"(-0.45139490, 3.09527600, -11.86021000)","(-0.17223560, -0.04497326, 0.98402860)",True,"(0.00198364, -0.10435490, 0.99452210)",True,"(0.02854748, -0.00079520, -0.03120653)",True,"0,00297717",True,"(-0.39394010, 3.09623300, -11.84827000)","(-0.17955690, -0.05270471, 0.98233470)",True,"(-0.42266750, 3.09575400, -11.85424000)","(-0.17589880, -0.04883970, 0.98319600)",True,"(-0,00965881, -0,09681702, 0,99523930)",Valid,"(30,12817000, -0,40242000, -32,41460000)",Valid,"3,15557900",Valid,"(0,57523940, 0,61051460)",Valid,"(-0,00198364, -0,10435490, 0,99452210)",Valid,"(-28,54749000, -0,79519650, -31,20653000)",Valid,"2,97717300",Valid,"(0,41259800, 0,62184690)",Valid
4.75745,316900472,1057525926214,"(-0.42760350, 3.09800600, -11.82291000)","(0.02675804, 0.09201030, -0.00850435, -0.99536220)",True,"(0.01867676, -0.10047910, 0.99475100)",True,"(-0.03012650, -0.00038397, -0.03243251)",True,"0,00314407",True,"(-0.45125560, 3.09528700, -11.86023000)","(-0.16309640, -0.04848166, 0.98541830)",True,"(0.00172424, -0.10418700, 0.99455260)",True,"(0.02854864, -0.00079160, -0.03119846)",True,"0,00298151",True,"(-0.39380410, 3.09622600, -11.84828000)","(-0.17967700, -0.05256400, 0.98232030)",True,"(-0.42252990, 3.09575700, -11.85426000)","(-0.17139320, -0.05052474, 0.98390630)",True,"(-0,01867676, -0,10047910, 0,99475100)",Valid,"(30,12650000, -0,38397220, -32,43251000)",Valid,"3,14407300",Valid,"(0,57694380, 0,61071370)",Valid,"(-0,00172424, -0,10418700, 0,99455260)",Valid,"(-28,54865000, -0,79159550, -31,19846000)",Valid,"2,98150600",Valid,"(0,41259860, 0,62161350)",Valid
4.765782,316908804,1057525934546,"(-0.42757790, 3.09800100, -11.82294000)","(0.02678834, 0.09195266, -0.00857382, -0.99536610)",True,"(0.01907349, -0.10029600, 0.99476620)",True,"(-0.03012842, -0.00035732, -0.03248743)",True,"0,00311722",True,"(-0.45122620, 3.09530000, -11.86031000)","(-0.16258750, -0.04823744, 0.98551430)",True,"(0.00151062, -0.10321040, 0.99464420)",True,"(0.02854982, -0.00078801, -0.03120653)",True,"0,00297749",True,"(-0.39377870, 3.09622700, -11.84832000)","(-0.17979410, -0.05154018, 0.98235320)",True,"(-0.42250250, 3.09576400, -11.85431000)","(-0.17119760, -0.04989078, 0.98397270)",True,"(-0,01907349, -0,10029600, 0,99476620)",Valid,"(30,12842000, -0,35731510, -32,48743000)",Valid,"3,11721800",Valid,"(0,57702800, 0,61027350)",Valid,"(-0,00151062, -0,10321040, 0,99464420)",Valid,"(-28,54982000, -0,78800960, -31,20653000)",Valid,"2,97749300",Valid,"(0,41259800, 0,62138010)",Valid
4.774113,316917135,1057525942877,"(-0.42755230, 3.09799700, -11.82297000)","(0.02681864, 0.09189501, -0.00864329, -0.99537000)",True,"(0.02001953, -0.09791565, 0.99497990)",True,"(-0.03012965, -0.00035956, -0.03246995)",True,"0,00312100",True,"(-0.45120910, 3.09528900, -11.86032000)","(-0.16160350, -0.04577730, 0.98579350)",True,"(0.00149536, -0.10444640, 0.99452210)",True,"(0.02854994, -0.00078671, -0.03121089)",True,"0,00298131",True,"(-0.39375500, 3.09622600, -11.84835000)","(-0.17964710, -0.05273122, 0.98231690)",True,"(-0.42248200, 3.09575800, -11.85434000)","(-0.17063360, -0.04925665, 0.98410260)",True,"(-0,02001953, -0,09791565, 0,99497990)",Valid,"(30,12965000, -0,35955810, -32,46996000)",Valid,"3,12100200",Valid,"(0,57713420, 0,60974840)",Valid,"(-0,00149536, -0,10444640, 0,99452210)",Valid,"(-28,54994000, -0,78671260, -31,21089000)",Valid,"2,98130800",Valid,"(0,41259860, 0,62161350)",Valid
4.782445,316925467,1057525951209,"(-0.42752670, 3.09799200, -11.82299000)","(0.02684894, 0.09183737, -0.00871276, -0.99537390)",True,"(0.01969910, -0.09561157, 0.99520870)",True,"(-0.03013089, -0.00035849, -0.03246361)",True,"0,00311925",True,"(-0.45118990, 3.09528000, -11.86034000)","(-0.16186640, -0.04342030, 0.98585700)",True,"(0.00152588, -0.10321040, 0.99464420)",True,"(0.02854982, -0.00078542, -0.03121524)",True,"0,00297728",True,"(-0.39373150, 3.09622600, -11.84839000)","(-0.17953260, -0.05144124, 0.98240610)",True,"(-0.42246070, 3.09575300, -11.85436000)","(-0.17070780, -0.04743307, 0.98417940)",True,"(-0,01969910, -0,09561157, 0,99520870)",Valid,"(30,13089000, -0,35849000, -32,46361000)",Valid,"3,11924700",Valid,"(0,57702800, 0,60922330)",Valid,"(-0,00152588, -0,10321040, 0,99464420)",Valid,"(-28,54982000, -0,78541560, -31,21524000)",Valid,"2,97728000",Valid,"(0,41259800, 0,62138010)",Valid
4.790777,316933799,1057525959541,"(-0.42750110, 3.09798800, -11.82302000)","(0.02687925, 0.09177972, -0.00878223, -0.99537780)",True,"(0.01840210, -0.09616089, 0.99519350)",True,"(-0.03013379, -0.00035791, -0.03247522)",True,"0,00311061",True,"(-0.45116920, 3.09527000, -11.86037000)","(-0.16300700, -0.04394618, 0.98564570)",True,"(0.00137329, -0.10551450, 0.99441530)",True,"(0.02854864, -0.00077731, -0.03122379)",True,"0,00297136",True,"(-0.39370840, 3.09623100, -11.84843000)","(-0.17948630, -0.05370697, 0.98229340)",True,"(-0.42243880, 3.09575100, -11.85440000)","(-0.17125470, -0.04882889, 0.98401610)",True,"(-0,01840210, -0,09616089, 0,99519350)",Valid,"(30,13379000, -0,35791020, -32,47522000)",Valid,"3,11061100",Valid,"(0,57671580, 0,60941320)",Valid,"(-0,00137329, -0,10551450, 0,99441530)",Valid,"(-28,54865000, -0,77731320, -31,22379000)",Valid,"2,97135900",Valid,"(0,41251770, 0,62161350)",Valid
4.799108,316942130,1057525967872,"(-0.42747550, 3.09798300, -11.82305000)","(0.02690955, 0.09172209, -0.00885170, -0.99538170)",True,"(0.01721191, -0.09664917, 0.99516300)",True,"(-0.03013669, -0.00035732, -0.03248682)",True,"0,00311862",True,"(-0.45114830, 3.09525900, -11.86041000)","(-0.16404330, -0.04441060, 0.98545290)",True,"(0.00120544, -0.10694890, 0.99426270)",True,"(0.02854748, -0.00077390, -0.03123233)",True,"0,00296581",True,"(-0.39368520, 3.09623200, -11.84847000)","(-0.17948160, -0.05510136, 0.98221700)",True,"(-0.42241670, 3.09574600, -11.85444000)","(-0.17177020, -0.04975826, 0.98387960)",True,"(-0,01721191, -0,09664917, 0,99516300)",Valid,"(30,13669000, -0,35731510, -32,48682000)",Valid,"3,11862200",Valid,"(0,57640370, 0,60960310)",Valid,"(-0,00120544, -0,10694890, 0,99426270)",Valid,"(-28,54749000, -0,77389530, -31,23233000)",Valid,"2,96580500",Valid,"(0,41243730, 0,62184690)",Valid
4.80744,316950462,1057525976204,"(-0.42744990, 3.09797900, -11.82307000)","(0.02693985, 0.09166444, -0.00892117, -0.99538550)",True,"(0.01791382, -0.09638977, 0.99517820)",True,"(-0.03014152, -0.00035791, -0.03248668)",True,"0,00311995",True,"(-0.45113160, 3.09524800, -11.86043000)","(-0.16323630, -0.04408323, 0.98560160)",True,"(-0.00738525, -0.10554500, 0.99438480)",True,"(0.02853748, -0.00076779, -0.03138704)",True,"0,00301254",True,"(-0.39364390, 3.09622800, -11.84865000)","(-0.18784340, -0.05383921, 0.98072220)",True,"(-0.42238780, 3.09573800, -11.85454000)","(-0.17555580, -0.04896566, 0.98325100)",True,"(-0,01791382, -0,09638977, 0,99517820)",Valid,"(30,14153000, -0,35791020, -32,48668000)",Valid,"3,11994900",Valid,"(0,57636080, 0,60957130)",Valid,"(0,00738525, -0,10554500, 0,99438480)",Valid,"(-28,53748000, -0,76779170, -31,38704000)",Valid,"3,01254300",Valid,"(0,41050770, 0,62294440)",Valid
4.815771,316958793,1057525984535,"(-0.42742430, 3.09797500, -11.82310000)","(0.02697014, 0.09160680, -0.00899063, -0.99538930)",True,"(0.01861572, -0.09645081, 0.99514770)",True,"(-0.03014635, -0.00035849, -0.03248653)",True,"0,00311867",True,"(-0.45111480, 3.09523700, -11.86046000)","(-0.16241910, -0.04407858, 0.98573680)",True,"(-0.00393677, -0.10667420, 0.99427800)",True,"(0.02852757, -0.00080450, -0.03118788)",True,"0,00297533",True,"(-0.39366680, 3.09620000, -11.84848000)","(-0.18429690, -0.05484555, 0.98133920)",True,"(-0.42239080, 3.09571900, -11.85447000)","(-0.17337140, -0.04946589, 0.98361350)",True,"(-0,01861572, -0,09645081, 0,99514770)",Valid,"(30,14635000, -0,35849000, -32,48653000)",Valid,"3,11866800",Valid,"(0,57631780, 0,60960310)",Valid,"(0,00393677, -0,10667420, 0,99427800)",Valid,"(-28,52757000, -0,80450440, -31,18788000)",Valid,"2,97532700",Valid,"(0,41082570, 0,62237900)",Valid
4.824103,316967125,1057525992867,"(-0.42739860, 3.09797000, -11.82313000)","(0.02700044, 0.09154914, -0.00906011, -0.99539320)",True,"(0.01821899, -0.09797668, 0.99501040)",True,"(-0.03015039, -0.00036015, -0.03248668)",True,"0,00311755",True,"(-0.45109720, 3.09522500, -11.86048000)","(-0.16264070, -0.04556629, 0.98563270)",True,"(-0.00410461, -0.10433960, 0.99452210)",True,"(0.02852530, -0.00080928, -0.03117766)",True,"0,00294127",True,"(-0.39364800, 3.09619300, -11.84851000)","(-0.18441400, -0.05245738, 0.98144780)",True,"(-0.42237260, 3.09570900, -11.85449000)","(-0.17353910, -0.04901513, 0.98360650)",True,"(-0,01821899, -0,09797668, 0,99501040)",Valid,"(30,15039000, -0,36015320, -32,48668000)",Valid,"3,11755400",Valid,"(0,57610920, 0,60993830)",Valid,"(0,00410461, -0,10433960, 0,99452210)",Valid,"(-28,52530000, -0,80928040, -31,17766000)",Valid,"2,94126900",Valid,"(0,41069260, 0,62198110)",Valid
4.832434,316975456,1057526001198,"(-0.42737300, 3.09796600, -11.82315000)","(0.02703074, 0.09149151, -0.00912957, -0.99539710)",True,"(0.01783752, -0.09953308, 0.99487300)",True,"(-0.03015443, -0.00036180, -0.03248682)",True,"0,00311636",True,"(-0.45107960, 3.09521300, -11.86050000)","(-0.16284550, -0.04708392, 0.98552750)",True,"(-0.00459290, -0.10597230, 0.99435420)",True,"(0.02852301, -0.00081407, -0.03116742)",True,"0,00297603",True,"(-0.39362930, 3.09618700, -11.84853000)","(-0.18471730, -0.05405848, 0.98130380)",True,"(-0.42235440, 3.09570000, -11.85452000)","(-0.17379320, -0.05057464, 0.98348270)",True,"(-0,01783752, -0,09953308, 0,99487300)",Valid,"(30,15443000, -0,36180110, -32,48682000)",Valid,"3,11636400",Valid,"(0,57590070, 0,61027350)",Valid,"(0,00459290, -0,10597230, 0,99435420)",Valid,"(-28,52301000, -0,81407170, -31,16742000)",Valid,"2,97602800",Valid,"(0,41055940, 0,62236370)",Valid
4.840766,316983788,1057526009530,"(-0.42734740, 3.09796100, -11.82318000)","(0.02706105, 0.09143386, -0.00919905, -0.99540090)",True,"(0.01599121, -0.09902954, 0.99494930)",True,"(-0.03015724, -0.00036409, -0.03248668)",True,"0,00311394",True,"(-0.45106080, 3.09520100, -11.86053000)","(-0.16455910, -0.04656869, 0.98526730)",True,"(-0.00563049, -0.10585020, 0.99435420)",True,"(0.02852155, -0.00082014, -0.03114978)",True,"0,00298621",True,"(-0.39361100, 3.09618000, -11.84854000)","(-0.18561700, -0.05391257, 0.98114200)",True,"(-0.42233590, 3.09569000, -11.85453000)","(-0.17509930, -0.05024385, 0.98326790)",True,"(-0,01599121, -0,09902954, 0,99494930)",Valid,"(30,15724000, -0,36409000, -32,48668000)",Valid,"3,11393700",Valid,"(0,57547190, 0,61025580)",Valid,"(0,00563049, -0,10585020, 0,99435420)",Valid,"(-28,52155000, -0,82014470, -31,14978000)",Valid,"2,98620600",Valid,"(0,41033520, 0,62237140)",Valid
4.849097,316992119,1057526017861,"(-0.42732180, 3.09795700, -11.82320000)","(0.02709134, 0.09137622, -0.00926851, -0.99540470)",True,"(0.01412964, -0.09869385, 0.99501040)",True,"(-0.03016005, -0.00036638, -0.03248682)",True,"0,00311153",True,"(-0.45104200, 3.09518800, -11.86055000)","(-0.16628210, -0.04622248, 0.98499430)",True,"(-0.00650024, -0.10603330, 0.99433900)",True,"(0.02852006, -0.00081407, -0.03116742)",True,"0,00297560",True,"(-0.39358650, 3.09618300, -11.84859000)","(-0.18634160, -0.05406759, 0.98099610)",True,"(-0.42231430, 3.09568500, -11.85457000)","(-0.17632250, -0.05014805, 0.98305420)",True,"(-0,01412964, -0,09869385, 0,99501040)",Valid,"(30,16005000, -0,36637880, -32,48682000)",Valid,"3,11152600",Valid,"(0,57504320, 0,61027350)",Valid,"(0,00650024, -0,10603330, 0,99433900)",Valid,"(-28,52007000, -0,81407170, -31,16742000)",Valid,"2,97560100",Valid,"(0,41011090, 0,62236370)",Valid
4.857429,317000451,1057526026193,"(-0.42729620, 3.09795200, -11.82323000)","(0.02712164, 0.09131856, -0.00933798, -0.99540850)",True,"(0.01432800, -0.09907532, 0.99496460)",True,"(-0.03016154, -0.00036519, -0.03248712)",True,"0,00310631",True,"(-0.45102190, 3.09517900, -11.86058000)","(-0.16595150, -0.04655004, 0.98503460)",True,"(-0.00634766, -0.10508730, 0.99443050)",True,"(0.02851923, -0.00081653, -0.03117766)",True,"0,00295741",True,"(-0.39356260, 3.09617800, -11.84863000)","(-0.18609960, -0.05306689, 0.98109670)",True,"(-0.42229230, 3.09567900, -11.85460000)","(-0.17603580, -0.04981136, 0.98312270)",True,"(-0,01432800, -0,09907532, 0,99496460)",Valid,"(30,16154000, -0,36518860, -32,48712000)",Valid,"3,10630800",Valid,"(0,57503120, 0,61030310)",Valid,"(0,00634766, -0,10508730, 0,99443050)",Valid,"(-28,51923000, -0,81652830, -31,17766000)",Valid,"2,95741300",Valid,"(0,41008530, 0,62237140)",Valid
4.86576,317008782,1057526034524,"(-0.42738750, 3.09795300, -11.82325000)","(0.02713474, 0.09122520, -0.00941576, -0.99541600)",True,"(0.01452637, -0.09872437, 0.99499510)",True,"(-0.03016304, -0.00036638, -0.03248682)",True,"0,00310115",True,"(-0.45112150, 3.09517300, -11.86059000)","(-0.16557190, -0.04617686, 0.98511610)",True,"(-0.00593567, -0.10406490, 0.99453740)",True,"(0.02851839, -0.00081900, -0.03118788)",True,"0,00293892",True,"(-0.39365750, 3.09617900, -11.84866000)","(-0.18553330, -0.05201761, 0.98126020)",True,"(-0.42238950, 3.09567600, -11.85463000)","(-0.17556240, -0.04909997, 0.98324310)",True,"(-0,01452637, -0,09872437, 0,99499510)",Valid,"(30,16304000, -0,36637880, -32,48682000)",Valid,"3,10115100",Valid,"(0,57501920, 0,61027350)",Valid,"(0,00593567, -0,10406490, 0,99453740)",Valid,"(-28,51839000, -0,81900020, -31,18788000)",Valid,"2,93891900",Valid,"(0,41011090, 0,62236370)",Valid
4.874092,317017114,1057526042856,"(-0.42750030, 3.09795400, -11.82327000)","(0.02714470, 0.09112528, -0.00949508, -0.99542420)",True,"(0.01451111, -0.09889221, 0.99497990)",True,"(-0.03016502, -0.00036647, -0.03248668)",True,"0,00309959",True,"(-0.45124340, 3.09516900, -11.86060000)","(-0.16537320, -0.04633524, 0.98514200)",True,"(-0.00570679, -0.10110470, 0.99485780)",True,"(0.02851654, -0.00082146, -0.03123259)",True,"0,00295329",True,"(-0.39376880, 3.09618000, -11.84873000)","(-0.18519680, -0.04903220, 0.98147740)",True,"(-0.42250610, 3.09567400, -11.85467000)","(-0.17529410, -0.04768619, 0.98336060)",True,"(-0,01451111, -0,09889221, 0,99497990)",Valid,"(30,16502000, -0,36647030, -32,48668000)",Valid,"3,09959400",Valid,"(0,57494900, 0,61030310)",Valid,"(0,00570679, -0,10110470, 0,99485780)",Valid,"(-28,51654000, -0,82145690, -31,23259000)",Valid,"2,95329300",Valid,"(0,41008530, 0,62236790)",Valid
4.882448,317025470,1057526051212,"(-0.42761330, 3.09795500, -11.82329000)","(0.02715468, 0.09102508, -0.00957462, -0.99543230)",True,"(0.01449585, -0.09909058, 0.99496460)",True,"(-0.03016701, -0.00036638, -0.03248682)",True,"0,00309801",True,"(-0.45136560, 3.09516500, -11.86062000)","(-0.16517290, -0.04652389, 0.98516670)",True,"(-0.00547791, -0.09815979, 0.99514770)",True,"(0.02851469, -0.00082393, -0.03127730)",True,"0,00296724",True,"(-0.39388050, 3.09618000, -11.84880000)","(-0.18485850, -0.04606452, 0.98168500)",True,"(-0.42262310, 3.09567300, -11.85471000)","(-0.17502440, -0.04629653, 0.98347500)",True,"(-0,01449585, -0,09909058, 0,99496460)",Valid,"(30,16701000, -0,36637880, -32,48682000)",Valid,"3,09800700",Valid,"(0,57487870, 0,61033270)",Valid,"(0,00547791, -0,09815979, 0,99514770)",Valid,"(-28,51469000, -0,82392880, -31,27730000)",Valid,"2,96723900",Valid,"(0,41005970, 0,62237190)",Valid
4.890805,317033827,1057526059569,"(-0.42772640, 3.09795500, -11.82330000)","(0.02716466, 0.09092486, -0.00965417, -0.99544040)",True,"(0.01254272, -0.09913635, 0.99497990)",True,"(-0.03017158, -0.00036638, -0.03248653)",True,"0,00309853",True,"(-0.45149050, 3.09516100, -11.86063000)","(-0.16688750, -0.04660590, 0.98487380)",True,"(-0.00447083, -0.09826660, 0.99514770)",True,"(0.02850996, -0.00082440, -0.03127304)",True,"0,00297147",True,"(-0.39400400, 3.09618500, -11.84882000)","(-0.18365740, -0.04613929, 0.98190690)",True,"(-0.42274730, 3.09567300, -11.85473000)","(-0.17527890, -0.04637428, 0.98342600)",True,"(-0,01254272, -0,09913635, 0,99497990)",Valid,"(30,17159000, -0,36637880, -32,48653000)",Valid,"3,09852600",Valid,"(0,57436840, 0,61033270)",Valid,"(0,00447083, -0,09826660, 0,99514770)",Valid,"(-28,50996000, -0,82440190, -31,27304000)",Valid,"2,97146600",Valid,"(0,41008530, 0,62237550)",Valid
4.899161,317042183,1057526067925,"(-0.42783950, 3.09795600, -11.82332000)","(0.02717465, 0.09082466, -0.00973372, -0.99544850)",True,"(0.01289368, -0.09912109, 0.99497990)",True,"(-0.03017506, -0.00036638, -0.03248653)",True,"0,00309853",True,"(-0.45161430, 3.09515700, -11.86064000)","(-0.16633300, -0.04657188, 0.98496920)",True,"(-0.00369263, -0.09848022, 0.99511720)",True,"(0.02850523, -0.00082489, -0.03126877)",True,"0,00296741",True,"(-0.39412740, 3.09618900, -11.84884000)","(-0.18267750, -0.04632833, 0.98208080)",True,"(-0.42287080, 3.09567300, -11.85474000)","(-0.17451130, -0.04645171, 0.98355890)",True,"(-0,01289368, -0,09912109, 0,99497990)",Valid,"(30,17506000, -0,36637880, -32,48653000)",Valid,"3,09852600",Valid,"(0,57431110, 0,61033270)",Valid,"(0,00369263, -0,09848022, 0,99511720)",Valid,"(-28,50523000, -0,82489010, -31,26877000)",Valid,"2,96740700",Valid,"(0,41005970, 0,62237900)",Valid
4.907493,317050515,1057526076257,"(-0.42795230, 3.09795800, -11.82334000)","(0.02718460, 0.09072474, -0.00981303, -0.99545660)",True,"(0.01309204, -0.09909058, 0.99497990)",True,"(-0.03017810, -0.00036638, -0.03248653)",True,"0,00310144",True,"(-0.45173720, 3.09515300, -11.86066000)","(-0.16593000, -0.04652641, 0.98503940)",True,"(-0.00376892, -0.09863281, 0.99510190)",True,"(0.02850467, -0.00082454, -0.03126859)",True,"0,00296420",True,"(-0.39424570, 3.09619500, -11.84887000)","(-0.18253960, -0.04647570, 0.98209950)",True,"(-0.42299150, 3.09567400, -11.85476000)","(-0.17424100, -0.04650271, 0.98360440)",True,"(-0,01309204, -0,09909058, 0,99497990)",Valid,"(30,17810000, -0,36637880, -32,48653000)",Valid,"3,10144000",Valid,"(0,57423540, 0,61033270)",Valid,"(0,00376892, -0,09863281, 0,99510190)",Valid,"(-28,50467000, -0,82453920, -31,26859000)",Valid,"2,96420300",Valid,"(0,41002210, 0,62239690)",Valid
4.915824,317058846,1057526084588,"(-0.42806500, 3.09795900, -11.82336000)","(0.02719456, 0.09062483, -0.00989233, -0.99546460)",True,"(0.01332092, -0.09924316, 0.99496460)",True,"(-0.03018008, -0.00036638, -0.03248405)",True,"0,00310339",True,"(-0.45185950, 3.09514900, -11.86067000)","(-0.16549100, -0.04666352, 0.98510670)",True,"(-0.00389099, -0.09848022, 0.99511720)",True,"(0.02850409, -0.00082489, -0.03126840)",True,"0,00296730",True,"(-0.39436400, 3.09620000, -11.84889000)","(-0.18245680, -0.04631792, 0.98212230)",True,"(-0.42311180, 3.09567500, -11.85478000)","(-0.17398040, -0.04649244, 0.98365100)",True,"(-0,01332092, -0,09924316, 0,99496460)",Valid,"(30,18008000, -0,36637880, -32,48405000)",Valid,"3,10339400",Valid,"(0,57420320, 0,61033270)",Valid,"(0,00389099, -0,09848022, 0,99511720)",Valid,"(-28,50409000, -0,82489010, -31,26840000)",Valid,"2,96730000",Valid,"(0,40998440, 0,62237900)",Valid
4.924156,317067178,1057526092920,"(-0.42817770, 3.09796000, -11.82337000)","(0.02720451, 0.09052491, -0.00997165, -0.99547260)",True,"(0.01187134, -0.09880066, 0.99502560)",True,"(-0.03018024, -0.00036658, -0.03248293)",True,"0,00309897",True,"(-0.45197980, 3.09514500, -11.86068000)","(-0.16672600, -0.04624425, 0.98491820)",True,"(-0.00427246, -0.09857178, 0.99511720)",True,"(0.02850384, -0.00082515, -0.03126527)",True,"0,00296431",True,"(-0.39448250, 3.09620500, -11.84891000)","(-0.18262080, -0.04641064, 0.98208740)",True,"(-0.42323120, 3.09567500, -11.85480000)","(-0.17467910, -0.04632895, 0.98353490)",True,"(-0,01187134, -0,09880066, 0,99502560)",Valid,"(30,18024000, -0,36657710, -32,48293000)",Valid,"3,09896900",Valid,"(0,57394110, 0,61023800)",Valid,"(0,00427246, -0,09857178, 0,99511720)",Valid,"(-28,50385000, -0,82514950, -31,26527000)",Valid,"2,96431000",Valid,"(0,40990350, 0,62237550)",Valid
4.932487,317075509,1057526101251,"(-0.42829050, 3.09796000, -11.82339000)","(0.02721446, 0.09042500, -0.01005095, -0.99548070)",True,"(0.01184082, -0.10046390, 0.99485780)",True,"(-0.03018167, -0.00036638, -0.03247983)",True,"0,00309808",True,"(-0.45210180, 3.09514100, -11.86069000)","(-0.16649250, -0.04790418, 0.98487840)",True,"(-0.00379944, -0.09869385, 0.99510190)",True,"(0.02850360, -0.00082541, -0.03126216)",True,"0,00296744",True,"(-0.39460100, 3.09621000, -11.84894000)","(-0.18194410, -0.04651412, 0.98220810)",True,"(-0.42335140, 3.09567600, -11.85481000)","(-0.17422370, -0.04721061, 0.98357370)",True,"(-0,01184082, -0,10046390, 0,99485780)",Valid,"(30,18167000, -0,36637880, -32,47983000)",Valid,"3,09808300",Valid,"(0,57388310, 0,61050550)",Valid,"(0,00379944, -0,09869385, 0,99510190)",Valid,"(-28,50360000, -0,82540890, -31,26216000)",Valid,"2,96743800",Valid,"(0,40998440, 0,62237190)",Valid
4.940819,317083841,1057526109583,"(-0.42840320, 3.09796100, -11.82341000)","(0.02722441, 0.09032508, -0.01013026, -0.99548860)",True,"(0.01091003, -0.09907532, 0.99501040)",True,"(-0.03018483, -0.00036638, -0.03247896)",True,"0,00309892",True,"(-0.45222500, 3.09513700, -11.86070000)","(-0.16724750, -0.04652303, 0.98481670)",True,"(-0.00524902, -0.08903503, 0.99600220)",True,"(0.02847761, -0.00079141, -0.03146202)",True,"0,00293460",True,"(-0.39470870, 3.09623800, -11.84916000)","(-0.18347230, -0.03685315, 0.98233380)",True,"(-0.42346690, 3.09568800, -11.85493000)","(-0.17536790, -0.04169000, 0.98361990)",True,"(-0,01091003, -0,09907532, 0,99501040)",Valid,"(30,18483000, -0,36637880, -32,47896000)",Valid,"3,09892300",Valid,"(0,57360480, 0,61023800)",Valid,"(0,00524902, -0,08903503, 0,99600220)",Valid,"(-28,47762000, -0,79141240, -31,46202000)",Valid,"2,93460100",Valid,"(0,40872520, 0,62141890)",Valid
4.949151,317092173,1057526117915,"(-0.42851600, 3.09796300, -11.82343000)","(0.02723436, 0.09022515, -0.01020958, -0.99549660)",True,"(0.01007080, -0.09962463, 0.99496460)",True,"(-0.03018684, -0.00036603, -0.03246759)",True,"0,00309914",True,"(-0.45234890, 3.09513400, -11.86070000)","(-0.16784780, -0.04708496, 0.98468790)",True,"(0.00108337, -0.09950256, 0.99502560)",True,"(0.02846886, -0.00088544, -0.03105202)",True,"0,00297656",True,"(-0.39490750, 3.09617100, -11.84878000)","(-0.17670020, -0.04718684, 0.98313300)",True,"(-0.42362820, 3.09565300, -11.85474000)","(-0.17227570, -0.04713638, 0.98392030)",True,"(-0,01007080, -0,09962463, 0,99496460)",Valid,"(30,18684000, -0,36602780, -32,46759000)",Valid,"3,09913600",Valid,"(0,57337290, 0,61020820)",Valid,"(-0,00108337, -0,09950256, 0,99502560)",Valid,"(-28,46886000, -0,88543700, -31,05202000)",Valid,"2,97656300",Valid,"(0,40974710, 0,62246740)",Valid
4.957482,317100504,1057526126246,"(-0.42862870, 3.09796400, -11.82345000)","(0.02724431, 0.09012523, -0.01028888, -0.99550460)",True,"(0.01048279, -0.09965515, 0.99496460)",True,"(-0.03019191, -0.00036511, -0.03245775)",True,"0,00309950",True,"(-0.45247570, 3.09513200, -11.86071000)","(-0.16723240, -0.04709469, 0.98479210)",True,"(-0.00198364, -0.09524536, 0.99543760)",True,"(0.02847473, -0.00082634, -0.03129747)",True,"0,00293481",True,"(-0.39497610, 3.09622200, -11.84905000)","(-0.17964970, -0.04298470, 0.98279110)",True,"(-0.42372590, 3.09567700, -11.85488000)","(-0.17344480, -0.04504069, 0.98381310)",True,"(-0,01048279, -0,09965515, 0,99496460)",Valid,"(30,19191000, -0,36511230, -32,45775000)",Valid,"3,09950300",Valid,"(0,57325880, 0,61008390)",Valid,"(0,00198364, -0,09524536, 0,99543760)",Valid,"(-28,47473000, -0,82633970, -31,29747000)",Valid,"2,93481400",Valid,"(0,40927370, 0,62211440)",Valid
